Vin,Vout
-1.487227,-1.269515
-1.480551,-1.262812
-1.473883,-1.256132
-1.467204,-1.249458
-1.460578,-1.242884
-1.454043,-1.23641
-1.447453,-1.229821
-1.440772,-1.223184
-1.434178,-1.216607
-1.427577,-1.21006
-1.420993,-1.203496
-1.414418,-1.196972
-1.407713,-1.190312
-1.401118,-1.183785
-1.394417,-1.177161
-1.387865,-1.170662
-1.381206,-1.164072
-1.374619,-1.157561
-1.368111,-1.151142
-1.361386,-1.144512
-1.354656,-1.137898
-1.348124,-1.131434
-1.341529,-1.124948
-1.334965,-1.118483
-1.328378,-1.112042
-1.321738,-1.105544
-1.315215,-1.099133
-1.308631,-1.092687
-1.302046,-1.086228
-1.295408,-1.079742
-1.288723,-1.073194
-1.282222,-1.066839
-1.27565,-1.060418
-1.269031,-1.053988
-1.262437,-1.04756
-1.255821,-1.041124
-1.249153,-1.034626
-1.24258,-1.028231
-1.235982,-1.02181
-1.229392,-1.015394
-1.222926,-1.009111
-1.216341,-1.002682
-1.209593,-0.995417
-1.202357,-0.988354
-1.195041,-0.981236
-1.187802,-0.974237
-1.180517,-0.96721
-1.173242,-0.960178
-1.165988,-0.953137
-1.15869,-0.946167
-1.151431,-0.939132
-1.14407,-0.932012
-1.136774,-0.924961
-1.129486,-0.917936
-1.122165,-0.910851
-1.114887,-0.90384
-1.10763,-0.896802
-1.100336,-0.889849
-1.092951,-0.882673
-1.085658,-0.875668
-1.078385,-0.868681
-1.071097,-0.861669
-1.063886,-0.854757
-1.056574,-0.847757
-1.049375,-0.840866
-1.042114,-0.83391
-1.034832,-0.826947
-1.027583,-0.819916
-1.020156,-0.812873
-1.012969,-0.805963
-1.005722,-0.799046
-0.997785,-0.792137
-0.984661,-0.785075
-0.977385,-0.772695
-0.969959,-0.765541
-0.962723,-0.758617
-0.955474,-0.751698
-0.94814,-0.74468
-0.940627,-0.737499
-0.933298,-0.730523
-0.925968,-0.723544
-0.918614,-0.716505
-0.911271,-0.70953
-0.903903,-0.702515
-0.896587,-0.695548
-0.889292,-0.688636
-0.88197,-0.681686
-0.874501,-0.674597
-0.867144,-0.667668
-0.859811,-0.660725
-0.852458,-0.653776
-0.845118,-0.646864
-0.837841,-0.639996
-0.830516,-0.63308
-0.822966,-0.62597
-0.815648,-0.619072
-0.8083,-0.612131
-0.800993,-0.605262
-0.793681,-0.598378
-0.786377,-0.59151
-0.779051,-0.584641
-0.771741,-0.577787
-0.764486,-0.570981
-0.757038,-0.564028
-0.749707,-0.557174
-0.742387,-0.550332
-0.735055,-0.543498
-0.727788,-0.536721
-0.720371,-0.529813
-0.713128,-0.52307
-0.705706,-0.516154
-0.698414,-0.509355
-0.691129,-0.50258
-0.683864,-0.495847
-0.676604,-0.489113
-0.669099,-0.48216
-0.661832,-0.475447
-0.654428,-0.468599
-0.647114,-0.461824
-0.639754,-0.455034
-0.632402,-0.448246
-0.625095,-0.441535
-0.617761,-0.434788
-0.610448,-0.428071
-0.603011,-0.421243
-0.595702,-0.41458
-0.588349,-0.40786
-0.581025,-0.401176
-0.573696,-0.394484
-0.566355,-0.387804
-0.559037,-0.381145
-0.551556,-0.374358
-0.544229,-0.367707
-0.536926,-0.361108
-0.529619,-0.354526
-0.522267,-0.347918
-0.514981,-0.341381
-0.507659,-0.334848
-0.500366,-0.328328
-0.49305,-0.3218
-0.485539,-0.315129
-0.478281,-0.308669
-0.470969,-0.30218
-0.463692,-0.295764
-0.456316,-0.289257
-0.448973,-0.282771
-0.441646,-0.276369
-0.434201,-0.269873
-0.426935,-0.263541
-0.419761,-0.257331
-0.4125,-0.251035
-0.405003,-0.244556
-0.397696,-0.238281
-0.390354,-0.231998
-0.382976,-0.225684
-0.375635,-0.219502
-0.36819,-0.213198
-0.360864,-0.207012
-0.35358,-0.200915
-0.346254,-0.194803
-0.338895,-0.188694
-0.331459,-0.18258
-0.324207,-0.176605
-0.316781,-0.170551
-0.309464,-0.164623
-0.302161,-0.158742
-0.29484,-0.152889
-0.28736,-0.146982
-0.280007,-0.141195
-0.272722,-0.135509
-0.265375,-0.129835
-0.258052,-0.124231
-0.250693,-0.118668
-0.243373,-0.113185
-0.23615,-0.107839
-0.228829,-0.102507
-0.221429,-0.096855
-0.213759,-0.09141
-0.206084,-0.086026
-0.198496,-0.080835
-0.190835,-0.075679
-0.183162,-0.070596
-0.175481,-0.065678
-0.167689,-0.06079
-0.160122,-0.056134
-0.152618,-0.05171
-0.145008,-0.047353
-0.137172,-0.042986
-0.129495,-0.038948
-0.121835,-0.035039
-0.114135,-0.031292
-0.106474,-0.02778
-0.098749,-0.02443
-0.090717,-0.021312
-0.083383,-0.018432
-0.075386,-0.015743
-0.067491,-0.013216
-0.059824,-0.010971
-0.051984,-0.008827
-0.044122,-0.006958
-0.036148,-0.005299
-0.028231,-0.003824
-0.020154,-0.002522
-0.012096,-0.001394
-0.003873,-0.000434
0.004197,0.000403
0.011841,0.001117
0.019816,0.001734
0.027796,0.002261
0.035646,0.00271
0.043626,0.003102
0.051649,0.003446
0.059628,0.003742
0.067544,0.004
0.075497,0.004229
0.083488,0.004432
0.091443,0.004611
0.099548,0.004774
0.107454,0.004921
0.115362,0.00505
0.122866,0.005173
0.130977,0.005284
0.138981,0.005387
0.14695,0.00548
0.154954,0.005567
0.162884,0.005651
0.170912,0.005726
0.178826,0.005796
0.186768,0.005866
0.19473,0.00593
0.202849,0.005997
0.210794,0.006057
0.218796,0.006118
0.226761,0.006173
0.234744,0.006226
0.242597,0.006279
0.250831,0.00633
0.258778,0.006379
0.266782,0.006424
0.274751,0.006469
0.282641,0.006512
0.290637,0.006554
0.298508,0.006598
0.306476,0.006638
0.314489,0.006682
0.322512,0.006721
0.330436,0.006761
0.338333,0.006798
0.346277,0.006835
0.354267,0.006875
0.362281,0.006909
0.370257,0.006944
0.378232,0.006978
0.385991,0.007008
0.39397,0.007043
0.402092,0.007075
0.410042,0.007105
0.418084,0.007141
0.426018,0.007172
0.434069,0.007205
0.442014,0.007237
0.449985,0.007267
0.457865,0.007295
0.465989,0.007325
0.473984,0.007347
0.482013,0.007376
0.489935,0.007402
0.497897,0.007431
0.505859,0.007459
0.513767,0.007485
0.521991,0.007516
0.529853,0.007543
0.537882,0.007568
0.545788,0.007592
0.553799,0.007615
0.561714,0.00764
0.56963,0.007669
0.577627,0.007693
0.585637,0.007721
0.593598,0.007747
0.601517,0.007771
0.609435,0.007796
0.617443,0.007825
0.625399,0.007847
0.633401,0.007873
0.641428,0.007898
0.649353,0.007921
0.65725,0.007945
0.665152,0.007971
0.673303,0.007995
0.681234,0.008018
0.689222,0.008042
0.697175,0.008066
0.705172,0.008088
0.713178,0.008107
0.721058,0.00813
0.729065,0.008152
0.737131,0.008175
0.745071,0.008198
0.753204,0.008222
0.761091,0.008244
0.769102,0.008265
0.777,0.008286
0.785104,0.008307
0.793085,0.008325
0.801057,0.008345
0.809067,0.008365
0.816974,0.008383
0.824956,0.008404
0.832866,0.008415
0.840758,0.008438
0.848714,0.008462
0.856774,0.008485
0.864736,0.008494
0.872636,0.008515
0.880564,0.008531
0.888641,0.008545
0.896518,0.008562
0.904599,0.008578
0.912512,0.008597
0.920413,0.008612
0.928422,0.008631
0.936482,0.008648
0.944496,0.008666
0.95242,0.008685
0.960423,0.008704
0.968476,0.008721
0.976415,0.008738
0.984435,0.00876
0.992322,0.008777
1.000245,0.008797
1.008375,0.008818
1.016284,0.008838
1.023574,0.008856
1.03157,0.008873
1.039493,0.008893
1.047452,0.008908
1.055592,0.008923
1.063529,0.008939
1.071542,0.008955
1.079426,0.008963
1.087466,0.009004
1.095364,0.009006
1.103342,0.009024
1.111189,0.009043
1.11922,0.009055
1.127349,0.00907
1.135223,0.009087
1.143205,0.009102
1.151095,0.00912
1.159144,0.009135
1.167071,0.009153
1.175235,0.009166
1.183119,0.009183
1.19093,0.0092
1.198913,0.009217
1.207031,0.009235
1.214918,0.009253
1.222984,0.009271
1.230879,0.00929
1.239008,0.009303
1.246934,0.009319
1.254829,0.009337
1.2628,0.009352
1.270804,0.00937
1.27888,0.009385
1.286816,0.0094
1.294859,0.009417
1.302807,0.009432
1.310748,0.009449
1.3187,0.009466
1.326813,0.00948
1.334766,0.009494
1.342728,0.009507
1.35074,0.009521
1.358691,0.009536
1.366648,0.009551
1.374551,0.009567
1.382486,0.009582
1.390551,0.009599
1.398545,0.009613
1.406486,0.009625
